,article_name,article_quality,country,revision_id,population
28377,Jack Kevorkian,GA,United States,806676114,"321,234,172"
28378,George Lincoln Rockwell,B,United States,806677734,"321,234,172"
28379,Daniel Sickles,B,United States,806717973,"321,234,172"
28380,Greg Brannon,C,United States,806719268,"321,234,172"
28381,Bush family,C,United States,806754064,"321,234,172"
28382,Public image of Bill Clinton,GA,United States,806755755,"321,234,172"
28383,Allard K. Lowenstein,C,United States,806757522,"321,234,172"
28384,Theodore Roosevelt,FA,United States,806771467,"321,234,172"
28385,Family of Barack Obama,B,United States,806774219,"321,234,172"
28386,John H. Wood Jr.,Start,United States,806818215,"321,234,172"
28387,Kennedy family,C,United States,806833497,"321,234,172"
28388,William S. Maynard,Start,United States,806849567,"321,234,172"
28389,James Strang,FA,United States,806859964,"321,234,172"
28390,Woodrow Wilson,FA,United States,806921107,"321,234,172"
28391,Evan Mecham,FA,United States,806932052,"321,234,172"
28392,Joshua Chamberlain,C,United States,806961306,"321,234,172"
28393,Cultural and political image of John McCain,FA,United States,807007010,"321,234,172"
28394,John Schofield,C,United States,807028903,"321,234,172"
28395,Patrick Leahy,B,United States,807033614,"321,234,172"
28396,List of American state and local politicians convicted of crimes,B,United States,807034552,"321,234,172"
28397,"List of Hillary Clinton presidential campaign political endorsements, 2016",B,United States,807066604,"321,234,172"
28398,Robert Toombs,C,United States,807110438,"321,234,172"
28399,Greg Abbott,GA,United States,807113113,"321,234,172"
28400,Party switching in the United States,B,United States,807114797,"321,234,172"
28401,Strom Thurmond,B,United States,807127241,"321,234,172"
28402,List of African-American Republicans,B,United States,807140113,"321,234,172"
28403,Women in conservatism in the United States,GA,United States,807141944,"321,234,172"
28404,Jim Justice,GA,United States,807153248,"321,234,172"
28405,Dirtbag Left,Start,United States,807161510,"321,234,172"
28406,Michael Forbes,C,United States,807174953,"321,234,172"
28407,Jay R. Vargas,C,United States,807193226,"321,234,172"
28408,Judy Feder,C,United States,807224264,"321,234,172"
28409,John Pope (Kentucky politician),C,United States,807225049,"321,234,172"
28410,Robert F. Kennedy,B,United States,807240901,"321,234,172"
28411,Bruce R. Watkins,Start,United States,807247873,"321,234,172"
28412,Tammy Duckworth,GA,United States,807249726,"321,234,172"
28413,Darrell Kick,Start,United States,807254420,"321,234,172"
28414,Angela Davis,C,United States,807271995,"321,234,172"
28415,Virgil Goode,GA,United States,807285819,"321,234,172"
28416,Hillaryland,Start,United States,807287067,"321,234,172"
28417,Alexander Hamilton,GA,United States,807298433,"321,234,172"
28418,John Rood,Start,United States,807305287,"321,234,172"
28419,Edward I. Edwards,Start,United States,807308113,"321,234,172"
28420,Environmental activism of Al Gore,B,United States,807336702,"321,234,172"
28421,Stuart M. Gerson,Start,United States,807341393,"321,234,172"
28422,Gabriel Rothblatt,C,United States,807351794,"321,234,172"
28423,Charlie Crist,GA,United States,807355312,"321,234,172"
28424,Brian Fitzpatrick (American politician),Start,United States,807355682,"321,234,172"
28425,Brian Mast,C,United States,807357467,"321,234,172"
28426,Breckinridge family,B,United States,807361852,"321,234,172"
28427,Franklin D. Roosevelt,FA,United States,807395895,"321,234,172"
28428,Warren Terhune,GA,United States,807396897,"321,234,172"
28429,Washburn family,Start,United States,807413826,"321,234,172"
28430,John McCain,GA,United States,807428251,"321,234,172"
28431,United States Attorneys appointed by Donald Trump,Start,United States,807429322,"321,234,172"
28432,Political appointments by Donald Trump,B,United States,807439921,"321,234,172"
28433,Bob Stump (U.S. Congressman),C,United States,807439945,"321,234,172"
28434,Mason family,GA,United States,807454637,"321,234,172"
28435,Template:Yemen-politician-stub,Stub,Yemen,470905661,"26,737,000"
28436,Template:Yemen-activist-stub,Stub,Yemen,535446071,"26,737,000"
28437,Template:YemenPresidents,Stub,Yemen,646131340,"26,737,000"
28438,Template:Yemen-diplomat-stub,Stub,Yemen,647572730,"26,737,000"
28439,Hashid Abdullah al-Ahmar,Stub,Yemen,669833212,"26,737,000"
28440,Salim Yahya al-Kharega,Stub,Yemen,671023940,"26,737,000"
28441,Muhammad Musa al-Amri,Start,Yemen,685320824,"26,737,000"
28442,Yahya Al-Mutawakel,Stub,Yemen,699698896,"26,737,000"
28443,Muhammad Said al-Attar,Stub,Yemen,703380433,"26,737,000"
28444,Hassan Muhammad Makki,Stub,Yemen,703384635,"26,737,000"
28445,Kadhi Abdullah al-Hagri,Stub,Yemen,703384656,"26,737,000"
28446,Mohammad Sewar,Stub,Yemen,715165771,"26,737,000"
28447,Amat al-Razzak Hammed,Stub,Yemen,715443678,"26,737,000"
28448,Saleh Al-Aulaqi,Stub,Yemen,719042251,"26,737,000"
28449,Mutaher al-Masri,Stub,Yemen,719714040,"26,737,000"
28450,Mohammed al-Sabry,Stub,Yemen,719760271,"26,737,000"
28451,Marwan Abdullah Abdulwahab Noman,Stub,Yemen,720145180,"26,737,000"
28452,Abdu Ali Abdul Rahman,Stub,Yemen,720145365,"26,737,000"
28453,Fayçal Amine Abourrass,Stub,Yemen,720145472,"26,737,000"
28454,Abdel-Malik Mansour,Stub,Yemen,720145490,"26,737,000"
28455,Jamal Awadh Nasser,Stub,Yemen,720154872,"26,737,000"
28456,Yahya Mohamed Abdullah Saleh,Stub,Yemen,723629706,"26,737,000"
28457,Saadaldeen Talib,Start,Yemen,724469183,"26,737,000"
28458,Salem Yahya Alkharejah,Stub,Yemen,724875687,"26,737,000"
28459,Hamoud al-Gayifi,Stub,Yemen,726967980,"26,737,000"
28460,Ahmed Mohammed (Yemeni politician),Stub,Yemen,734122187,"26,737,000"
28461,Faraj Said Bin Ghanem,Stub,Yemen,740426622,"26,737,000"
28462,Murshed Al-Arashani,Stub,Yemen,740705786,"26,737,000"
28463,Ahmad Daifallah Al-Azeib,Stub,Yemen,743536220,"26,737,000"
28464,Yahya Hussain Al-Aarashi,Stub,Yemen,746756096,"26,737,000"
28465,Mohammed Lutf al-Iryani,Stub,Yemen,747059253,"26,737,000"
28466,Hasan al-Lawzi,Stub,Yemen,748069777,"26,737,000"
28467,Fathi Tawfiq Abdulrahim,Stub,Yemen,749499865,"26,737,000"
28468,Shaea Muhssin,Stub,Yemen,749709703,"26,737,000"
28469,Haidar Abu Bakr al-Attas,Stub,Yemen,753853683,"26,737,000"
28470,Abdulwahab al-Rawhani,Stub,Yemen,755199456,"26,737,000"
28471,Jaafar Mohammed Saad,Stub,Yemen,755313503,"26,737,000"
28472,Jalal Faqira,Stub,Yemen,755314177,"26,737,000"
28473,Nabil Hasan al-Faqih,Stub,Yemen,755338514,"26,737,000"
28474,Najeeb Qahtan Al-Sha'abi,Stub,Yemen,755959285,"26,737,000"
28475,Faisal Bin Shamlan,Start,Yemen,757187778,"26,737,000"
28476,Huda al-Baan,Stub,Yemen,757563256,"26,737,000"
28477,Wahiba Fara’a,Stub,Yemen,757618582,"26,737,000"
28478,Mohammed Basindawa,Start,Yemen,758729679,"26,737,000"
28479,Abdul Qadir Bajamal,Stub,Yemen,760012032,"26,737,000"
28480,Khaled Sheikh,Stub,Yemen,761714859,"26,737,000"
28481,Hassan ibn Yahya,Stub,Yemen,763120052,"26,737,000"
28482,Muhammad al-Badr,C,Yemen,767415793,"26,737,000"
28483,Mohammed Nasser Ahmed,Start,Yemen,767430258,"26,737,000"
28484,Abd Al-Karim Al-Iryani,Start,Yemen,767996594,"26,737,000"
28485,Hamoud Muhammed Ou'bad,Stub,Yemen,769053916,"26,737,000"
28486,Nayef al-Bakri,Start,Yemen,770594527,"26,737,000"
28487,Abdul Latif Dayfallah,Stub,Yemen,774581308,"26,737,000"
28488,Ahmad al-Ghashmi,Stub,Yemen,776052035,"26,737,000"
28489,Jarallah Omar,Start,Yemen,776184246,"26,737,000"
28490,Abdullah Mohsen al-Akwa,Stub,Yemen,777723018,"26,737,000"
28491,Nasser al-Awlaki,Start,Yemen,778719799,"26,737,000"
28492,Riad Yassin,Stub,Yemen,780848811,"26,737,000"
28493,Sam Yahya Al-Ahmar,Stub,Yemen,781428066,"26,737,000"
28494,Abdul Salam Sabrah,Stub,Yemen,781544200,"26,737,000"
28495,Hassan al-Amri,Start,Yemen,781558047,"26,737,000"
28496,Mohamed al-Atifi,Stub,Yemen,784282974,"26,737,000"
28497,Mohamed Abdullah al-Kawsi,Stub,Yemen,784283119,"26,737,000"
28498,Ahmed Abdul Rahman Al-Samawi,Start,Yemen,786478994,"26,737,000"
28499,Nihal Naj Ali Al-Awlaqi,Stub,Yemen,787353922,"26,737,000"
28500,AbdulWahab Raweh,Start,Yemen,787394651,"26,737,000"
28501,Abdulaziz Al-Saqqaf,Start,Yemen,787402529,"26,737,000"
28502,Abdulwahed Mohamed Fara,Stub,Yemen,787659788,"26,737,000"
28503,Ahmad Awad bin Mubarak,Start,Yemen,787905231,"26,737,000"
28504,Abdullah al-Saidi,Stub,Yemen,787914184,"26,737,000"
28505,Hussein Khairan,Start,Yemen,788407781,"26,737,000"
28506,Ali Ahmad Nasser al-Dhahab,Stub,Yemen,788467676,"26,737,000"
28507,Mohamed Saleh Qara'a,Stub,Yemen,788474868,"26,737,000"
28508,Ali Taysir,Stub,Yemen,788482602,"26,737,000"
28509,Abdel-Wahhab Tawaf,Stub,Yemen,788574887,"26,737,000"
28510,Nasr Taha Mustafa,Stub,Yemen,788665250,"26,737,000"
28511,Salim Rubai Ali,Start,Yemen,790826617,"26,737,000"
28512,Ali Mohsen al-Ahmar,C,Yemen,790827026,"26,737,000"
28513,List of heads of state of Yemen,C,Yemen,790882855,"26,737,000"
28514,List of heads of government of Yemen,Start,Yemen,790882969,"26,737,000"
28515,Mahmoud al-Subaihi,Start,Yemen,791233128,"26,737,000"
28516,Aidarus al-Zoubaidi,Start,Yemen,791233164,"26,737,000"
28517,Ja'da bint al-Ash'at,Start,Yemen,791988806,"26,737,000"
28518,Hisham Sharaf,Start,Yemen,792942957,"26,737,000"
28519,Ali Muhammad Mujawar,Stub,Yemen,793396708,"26,737,000"
28520,Abd Al-Rahman Ali Al-Jifri,Start,Yemen,793718269,"26,737,000"
28521,Abdullah Saleh al-Ashtal,Stub,Yemen,793913901,"26,737,000"
28522,Ali Salem al Beidh,C,Yemen,795036217,"26,737,000"
28523,Jalal al-Rowaishan,Start,Yemen,796252992,"26,737,000"
28524,Abdullah Kurshumi,Stub,Yemen,796305221,"26,737,000"
28525,Abdul Qader Qahtan,Start,Yemen,796394448,"26,737,000"
28526,Mohsin Ahmad al-Aini,Start,Yemen,796625602,"26,737,000"
28527,Abdulkarim Al-Arhabi,Stub,Yemen,797027777,"26,737,000"
28528,Faysal al-Shaabi,Stub,Yemen,797496114,"26,737,000"
28529,Abdul-Wali al-Shameri,Stub,Yemen,797505289,"26,737,000"
28530,Abdul Karim Abdullah al-Arashi,Stub,Yemen,797574730,"26,737,000"
28531,Abdul Aziz Abdul Ghani,Start,Yemen,797574901,"26,737,000"
28532,Prime Minister of Yemen,Stub,Yemen,797944332,"26,737,000"
28533,Amat Al Alim Alsoswa,Start,Yemen,798552999,"26,737,000"
28534,Nadia Al-Sakkaf,C,Yemen,798556613,"26,737,000"
28535,Ahmed Obeid bin Daghr,Stub,Yemen,799329801,"26,737,000"
28536,Khaled Bahah,Start,Yemen,799329979,"26,737,000"
28537,Ahmed Saleh,Start,Yemen,799367970,"26,737,000"
28538,Talal Aklan,Stub,Yemen,799574452,"26,737,000"
28539,President of Yemen,Start,Yemen,801092618,"26,737,000"
28540,Mohammed Qubaty,C,Yemen,801155630,"26,737,000"
28541,Mohammed Ali al-Houthi,Start,Yemen,801216403,"26,737,000"
28542,Yasin Said Numan,Start,Yemen,801309532,"26,737,000"
28543,2015 Aden car bombing,Stub,Yemen,801436907,"26,737,000"
28544,Bruce Conde,Start,Yemen,801469104,"26,737,000"
28545,Saleh Ali al-Sammad,Start,Yemen,801638448,"26,737,000"
28546,Yahya Muhammad Hamid ed-Din,C,Yemen,802438316,"26,737,000"
28547,Ahmad bin Yahya,GA,Yemen,802588416,"26,737,000"
28548,Ibrahim al-Hamdi,C,Yemen,802671442,"26,737,000"
28549,Hamid al-Ahmar,Start,Yemen,803164766,"26,737,000"
28550,Abdrabbuh Mansur Hadi,C,Yemen,804413078,"26,737,000"
28551,Zayd Mutee' Dammaj,Start,Yemen,804892627,"26,737,000"
28552,Ali Abdullah Saleh,B,Yemen,805648921,"26,737,000"
28553,Tawakkol Karman,FA,Yemen,805749133,"26,737,000"
28554,Vice President of Yemen,C,Yemen,806291651,"26,737,000"
28555,Muhammad Ali Haitham,Stub,Yemen,806781239,"26,737,000"
28556,Abdullah al-Sallal,Start,Yemen,806837329,"26,737,000"
28557,Template:PRChina-mayor-stub,Stub,China,471851224,"1,371,920,000"
28558,Template:China-politician-stub,Stub,China,527463943,"1,371,920,000"
28559,Template:China-activist-stub,Stub,China,535446243,"1,371,920,000"
28560,Zhang Zhenzhou,Stub,China,601122766,"1,371,920,000"
28561,Feng Liao,Start,China,601127343,"1,371,920,000"
28562,Wu Shihuo,Start,China,614786300,"1,371,920,000"
28563,Liu Hongchang,B,China,634032715,"1,371,920,000"
28564,Wang Jichang,Start,China,639061161,"1,371,920,000"
28565,Wei Huan-zi,Stub,China,640826254,"1,371,920,000"
28566,Pan Yunduan,Stub,China,647832959,"1,371,920,000"
28567,Gonghe Regency,Start,China,664787336,"1,371,920,000"
28568,Koufu,Stub,China,664814622,"1,371,920,000"
28569,Hou Zongbin,Stub,China,677516121,"1,371,920,000"
28570,Cui Yuying,Start,China,680016822,"1,371,920,000"
28571,Meng Xiangwei,Stub,China,687160422,"1,371,920,000"
28572,Zhu Haowen,Stub,China,688763099,"1,371,920,000"
28573,Zhao Dezun,Stub,China,689932213,"1,371,920,000"
28574,Zhang Chang (Han),Stub,China,690768683,"1,371,920,000"
28575,Lei Chunmei,Stub,China,690770856,"1,371,920,000"
28576,Lu Ruilin,Stub,China,693336296,"1,371,920,000"
28577,Yuan Baocheng,Stub,China,693354280,"1,371,920,000"
28578,Li Zaihe,Stub,China,693661018,"1,371,920,000"
28579,Li Sancai,C,China,693817205,"1,371,920,000"
28580,Tian Xiangli,Start,China,695393414,"1,371,920,000"
28581,Fan Chuo (Tang dynasty),Start,China,699691415,"1,371,920,000"
28582,Grand Empress Dowager Shangguan,C,China,700670718,"1,371,920,000"
28583,Zhao Xinchu,Stub,China,701998658,"1,371,920,000"
28584,Zhang Anshi,Stub,China,703422434,"1,371,920,000"
28585,Zheng Chenggong,Stub,China,703693244,"1,371,920,000"
28586,Huo Guang,C,China,703759447,"1,371,920,000"
28587,Zhou Jiannan,Stub,China,704676106,"1,371,920,000"
28588,Chen Lei (Heilongjiang),Stub,China,705528950,"1,371,920,000"
28589,Empress Yan Ji,Start,China,705968296,"1,371,920,000"
28590,Ren Renfa,Start,China,705986322,"1,371,920,000"
28591,Su Jun,Start,China,706631009,"1,371,920,000"
28592,Li Shi,Start,China,706697637,"1,371,920,000"
28593,Liu Xinjuan,Start,China,706738368,"1,371,920,000"
28594,Yin Hao,Start,China,706779274,"1,371,920,000"
28595,Zhang Tianxi,C,China,706803180,"1,371,920,000"
28596,Murong Huang,C,China,706878454,"1,371,920,000"
28597,Huan Chong,Start,China,706910037,"1,371,920,000"
28598,Wan Jifei,Stub,China,706961131,"1,371,920,000"
28599,Yeon Namsan,Stub,China,707065861,"1,371,920,000"
28600,Lu Ruihua,Stub,China,707181154,"1,371,920,000"
28601,Ye Shi,Stub,China,707330781,"1,371,920,000"
28602,Yu Seong-won,Stub,China,707387967,"1,371,920,000"
28603,Xiang Xiu,Stub,China,707389381,"1,371,920,000"
28604,Liang Youyu,Stub,China,707390103,"1,371,920,000"
28605,Li Xin (Western Liang),Start,China,707462949,"1,371,920,000"
28606,Yifu Hun,Start,China,707824352,"1,371,920,000"
28607,Liu Chi-wen,Stub,China,708549864,"1,371,920,000"
28608,Qin Yu,Stub,China,708796685,"1,371,920,000"
28609,He Changling,Start,China,708884992,"1,371,920,000"
28610,Yuan Shansong,Stub,China,709703975,"1,371,920,000"
28611,Ashat Kerimbay,Stub,China,709938382,"1,371,920,000"
28612,Han Zhangluan,Start,China,710153294,"1,371,920,000"
28613,Deng Tingzhen,Stub,China,710166878,"1,371,920,000"
28614,Chen Shen,Start,China,710343218,"1,371,920,000"
28615,Yang Su,B,China,710380406,"1,371,920,000"
28616,Su Wei (politician),B,China,710380529,"1,371,920,000"
28617,Li Baiyao,Stub,China,710401836,"1,371,920,000"
28618,Yu Shiji,B,China,710482565,"1,371,920,000"
28619,Wei Pu,Start,China,711112498,"1,371,920,000"
28620,Lu Zhi (poet),Start,China,711347920,"1,371,920,000"
28621,Duanhua,Start,China,711568552,"1,371,920,000"
28622,Jiao Ge,Stub,China,711571996,"1,371,920,000"
28623,Liu Jingsheng,Stub,China,711923335,"1,371,920,000"
28624,Liu Zhi (historian),Stub,China,712144621,"1,371,920,000"
28625,Bao Houchang,Stub,China,712423725,"1,371,920,000"
28626,Fuzhen,Stub,China,712471055,"1,371,920,000"
28627,Lü Gengsong,Stub,China,712688309,"1,371,920,000"
28628,Suo Yuanli,Stub,China,713286810,"1,371,920,000"
28629,Kong Fei,Stub,China,713848156,"1,371,920,000"
28630,Liu Mingzu,Start,China,713848868,"1,371,920,000"
28631,Zhu Can,Start,China,714107332,"1,371,920,000"
28632,Yuwen Shu,B,China,714107752,"1,371,920,000"
28633,Gao Qiang,Start,China,714145746,"1,371,920,000"
28634,Yao Sui,Start,China,714363307,"1,371,920,000"
28635,Zhao Yong,Stub,China,714386764,"1,371,920,000"
28636,Wang Duo (Ming dynasty),Stub,China,714387887,"1,371,920,000"
28637,Chen Jianguo,Stub,China,714465439,"1,371,920,000"
28638,Jiang Weixin,Stub,China,714472583,"1,371,920,000"
28639,Li Changjiang,Start,China,714488973,"1,371,920,000"
28640,Jia Zhibang,Start,China,714498092,"1,371,920,000"
28641,Zhang Yunchuan,Start,China,714498339,"1,371,920,000"
28642,Wang Hongju,Start,China,714499438,"1,371,920,000"
28643,Li Zhaozhuo,Start,China,714501497,"1,371,920,000"
28644,Tian Chengping,Start,China,714577138,"1,371,920,000"
28645,Li Rongrong,Stub,China,714580991,"1,371,920,000"
28646,Li Dequan,Stub,China,714584045,"1,371,920,000"
28647,Wang Taihua,Start,China,714607588,"1,371,920,000"
28648,Huang Qingyi,Start,China,714612784,"1,371,920,000"
28649,Shang Fulin,Start,China,714612880,"1,371,920,000"
28650,Wang Wanbin,Stub,China,714615012,"1,371,920,000"
28651,Sun Xiaoqun,Stub,China,714621341,"1,371,920,000"
28652,Zhang Yutai,Start,China,714623404,"1,371,920,000"
28653,Yang Chonghui,Start,China,714623871,"1,371,920,000"
28654,Lu Jianying,Stub,China,714672725,"1,371,920,000"
28655,Sun Shiyi,Start,China,714675775,"1,371,920,000"
28656,Zhang Shusheng,Stub,China,714676107,"1,371,920,000"
28657,Ke Qingshi,Stub,China,714719897,"1,371,920,000"
28658,Jirhangga,Start,China,714965143,"1,371,920,000"
28659,Fu Zhihuan,Stub,China,715063866,"1,371,920,000"
28660,Shi Guangsheng,Stub,China,715102598,"1,371,920,000"
28661,Kai Feng (politician),Stub,China,715413994,"1,371,920,000"
28662,Li Qihong,Start,China,715686762,"1,371,920,000"
28663,Mei Bo,Start,China,715984549,"1,371,920,000"
28664,Wang Shoucheng,B,China,716390323,"1,371,920,000"
28665,Lu Zongdao,Start,China,716596181,"1,371,920,000"
28666,Di Shan,Stub,China,717127671,"1,371,920,000"
28667,Han Guang (politician),Stub,China,717244146,"1,371,920,000"
28668,Xu Zhongxing,Stub,China,717393577,"1,371,920,000"
28669,Shang Rong,Start,China,717694509,"1,371,920,000"
28670,Wei Cong,Start,China,717718609,"1,371,920,000"
28671,Ma Biao (politician),Stub,China,717756112,"1,371,920,000"
28672,Zhu Zhengchang,Stub,China,717810079,"1,371,920,000"
28673,Linghu Tao,B,China,717827433,"1,371,920,000"
28674,Gao Enhong,Stub,China,717860582,"1,371,920,000"
28675,Yang Yanyin,Stub,China,717918231,"1,371,920,000"
28676,Yuan Ang,Stub,China,718081937,"1,371,920,000"
28677,Chen Yizhong,Start,China,718574727,"1,371,920,000"
28678,Zhang Jian (Tang dynasty),Stub,China,718688286,"1,371,920,000"
28679,Wei Zhaodu,B,China,719096068,"1,371,920,000"
28680,Ji Yunshi,Stub,China,719244003,"1,371,920,000"
28681,Jakdan,Start,China,719799633,"1,371,920,000"
28682,Wang Zhao,Stub,China,719810608,"1,371,920,000"
28683,Cai Zongze,Stub,China,720680770,"1,371,920,000"
28684,Zhao Boping,Stub,China,720952458,"1,371,920,000"
28685,Gu Jinchi,Stub,China,720953589,"1,371,920,000"
28686,Song Peizhang,Stub,China,720953985,"1,371,920,000"
28687,He Yunfeng,Stub,China,720955619,"1,371,920,000"
28688,Zong Chen,Stub,China,720961194,"1,371,920,000"
28689,Zhang Shude,Stub,China,721029436,"1,371,920,000"
28690,Zhang Tixue,Stub,China,721029475,"1,371,920,000"
28691,Zhao Wenfu,Stub,China,721030305,"1,371,920,000"
28692,Han Hong (general),B,China,721123074,"1,371,920,000"
28693,Kong Xun,B,China,721288128,"1,371,920,000"
28694,Zhang Ce,B,China,721390249,"1,371,920,000"
28695,Pan En,Stub,China,721392429,"1,371,920,000"
28696,Zhao Guangfeng,B,China,721428294,"1,371,920,000"
28697,Pan Fu,Stub,China,721640180,"1,371,920,000"
28698,Sun Sheng (Jin dynasty),C,China,721718782,"1,371,920,000"
28699,Gao Yang (politician),Stub,China,722210288,"1,371,920,000"
28700,Hou Jie,Stub,China,722401069,"1,371,920,000"
28701,Hu Jizong,Stub,China,722401132,"1,371,920,000"
28702,Kang Jianmin,Stub,China,722401392,"1,371,920,000"
28703,Huang Songyou,Start,China,722607343,"1,371,920,000"
28704,Zhu Youlin,Stub,China,723118236,"1,371,920,000"
28705,Wei Shuo (Later Tang),B,China,723174156,"1,371,920,000"
28706,Cui Xie,B,China,723785452,"1,371,920,000"
28707,Song Panmin,Stub,China,724036488,"1,371,920,000"
28708,Zhan Huo,Stub,China,724055974,"1,371,920,000"
28709,Chen Baihuai,Start,China,724120550,"1,371,920,000"
28710,Tong Mingqian,C,China,724120856,"1,371,920,000"
28711,Wei Yuanzhong,B,China,724758025,"1,371,920,000"
28712,Chen Gui (politician),Start,China,725405764,"1,371,920,000"
28713,Wei Liqun,Stub,China,725716785,"1,371,920,000"
28714,Zang Tu,Start,China,726775800,"1,371,920,000"
28715,Lu Bing,Start,China,727254663,"1,371,920,000"
28716,Ma Li (politician),Stub,China,727557085,"1,371,920,000"
28717,Chi Biqing,Stub,China,727558620,"1,371,920,000"
28718,Wang Anlong,Stub,China,728792814,"1,371,920,000"
28719,Xue Yiju,C,China,729649089,"1,371,920,000"
28720,Gao E (writer),Start,China,729948030,"1,371,920,000"
28721,Song Hanliang,Stub,China,730336729,"1,371,920,000"
28722,Xu Zaisi,Start,China,730851511,"1,371,920,000"
28723,Liang Na,Start,China,730853162,"1,371,920,000"
28724,Sun Jiagan,Start,China,731193147,"1,371,920,000"
28725,Zhang Zhijun,C,China,731744819,"1,371,920,000"
28726,Li Jingtian,Start,China,731968478,"1,371,920,000"
28727,Li Weihan,Stub,China,734756202,"1,371,920,000"
28728,Huang Xiaojing,Start,China,734801573,"1,371,920,000"
28729,Li Yan (Wu),B,China,734847782,"1,371,920,000"
28730,Wang Kai (Former Shu),B,China,735296216,"1,371,920,000"
28731,Xu Zhixun (elder),C,China,735314204,"1,371,920,000"
28732,Sun Jiagu,Stub,China,735458574,"1,371,920,000"
28733,Zhang Xiaolan,Start,China,735745665,"1,371,920,000"
28734,Nalan Xingde,Start,China,736545395,"1,371,920,000"
28735,Wang Hebo,Stub,China,736721400,"1,371,920,000"
28736,"Yunti, Prince Xun",Start,China,737134393,"1,371,920,000"
28737,Wang Youcai,Start,China,737301980,"1,371,920,000"
28738,Li Haifeng,Stub,China,737481755,"1,371,920,000"
28739,Deng Fa,Start,China,737520346,"1,371,920,000"
28740,Liu Sai,Stub,China,737880349,"1,371,920,000"
28741,Lin Boqu,Stub,China,738211088,"1,371,920,000"
28742,Yang Baohua,Start,China,738225526,"1,371,920,000"
28743,Zhu Junyi,Start,China,738423658,"1,371,920,000"
28744,Hong Lei (diplomat),Stub,China,738817953,"1,371,920,000"
28745,Jiao Li,Stub,China,739170240,"1,371,920,000"
28746,Zhang Lichang,Stub,China,739215419,"1,371,920,000"
28747,Zhang Lebin,Start,China,739541544,"1,371,920,000"
28748,Nima-odsor,Start,China,740484487,"1,371,920,000"
28749,Qian Xinzhong,Start,China,740501822,"1,371,920,000"
28750,Suksaha,Start,China,741221181,"1,371,920,000"
28751,Yuan Hong (Jin dynasty),Stub,China,742229617,"1,371,920,000"
28752,Zhang Deguang,Start,China,742289821,"1,371,920,000"
28753,Tang Kesan,Start,China,742864648,"1,371,920,000"
28754,Lu Cheng,B,China,743125708,"1,371,920,000"
28755,"Yongqi, Prince Rong",C,China,743176960,"1,371,920,000"
28756,Sun Xiaodi,Stub,China,743855788,"1,371,920,000"
28757,Fu Yaoyu,Stub,China,744421169,"1,371,920,000"
28758,Fulata,Stub,China,744421260,"1,371,920,000"
28759,Hooge (prince),Start,China,744439240,"1,371,920,000"
28760,Id Mirab,Stub,China,744919009,"1,371,920,000"
28761,Li Zhuoran,Stub,China,744941146,"1,371,920,000"
28762,Yunreng,Start,China,745021251,"1,371,920,000"
28763,Shang Ting,Start,China,745058260,"1,371,920,000"
28764,Wang Congwu,Stub,China,745285228,"1,371,920,000"
28765,Fang Zhichun,Stub,China,745745034,"1,371,920,000"
28766,Mei Ze,C,China,745753564,"1,371,920,000"
28767,Chen Jian (politician),Start,China,746031378,"1,371,920,000"
28768,Laimbu,Start,China,746297034,"1,371,920,000"
28769,Yi Yin,C,China,746870303,"1,371,920,000"
28770,Ou Daren,Stub,China,746910534,"1,371,920,000"
28771,Yuan Jiayong,Stub,China,747192630,"1,371,920,000"
28772,Wang Tanzhi,Stub,China,747271455,"1,371,920,000"
28773,Yi Xiqun,Stub,China,748141110,"1,371,920,000"
28774,Janabil,Stub,China,748245541,"1,371,920,000"
28775,Bai Jingfu,Stub,China,748798616,"1,371,920,000"
28776,Wen Qiang,Stub,China,748804233,"1,371,920,000"
28777,Chen Mingxia,C,China,748805262,"1,371,920,000"
28778,Lu Zongyu,Stub,China,748923632,"1,371,920,000"
28779,Gu Xiulian,C,China,748949529,"1,371,920,000"
28780,Huang Huahua,Stub,China,749079792,"1,371,920,000"
28781,Xie Jieshi,Start,China,749137623,"1,371,920,000"
28782,Zhou Rongxin,Stub,China,749509850,"1,371,920,000"
28783,Ouyang Xun,Start,China,751507914,"1,371,920,000"
28784,Liu Minghui,Stub,China,751792395,"1,371,920,000"
28785,Li Jingsui,B,China,751867210,"1,371,920,000"
28786,Xu Ai,Start,China,752230046,"1,371,920,000"
28787,Gao Kelin,Stub,China,752231092,"1,371,920,000"
28788,Zeng Jinyan,Stub,China,752610157,"1,371,920,000"
28789,Li Chang,Start,China,752945883,"1,371,920,000"
28790,Song Yingchang,Start,China,754166838,"1,371,920,000"
28791,Zhu Senlin,Stub,China,755028462,"1,371,920,000"
28792,Wang Shimin,Start,China,755441438,"1,371,920,000"
28793,Li Fang (Song dynasty),Stub,China,755618322,"1,371,920,000"
28794,Gao Qiu,Start,China,755636242,"1,371,920,000"
28795,Lu Lingxuan,Start,China,755840233,"1,371,920,000"
28796,Li Qi (Five Dynasties),B,China,756150560,"1,371,920,000"
28797,Zhao Guangyi (Southern Han),B,China,756854766,"1,371,920,000"
28798,Liang Ji,B,China,757490600,"1,371,920,000"
28799,Hao Jianxiu,C,China,757563097,"1,371,920,000"
28800,Yang Hao (Ming dynasty),Stub,China,759510497,"1,371,920,000"
28801,Jigme Namgyal,Start,China,759742191,"1,371,920,000"
